Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),SP.POP.DPND,57.98260423,58.80773471,59.14173963,59.28061253,59.32104264,59.33838357,59.39332361,59.4615601,59.47207214,59.34988973,59.11673418,58.88181545,58.65917478,58.37794236,58.07620931,57.7387828,57.35643515,57.01195919,56.65190202,56.26902763,55.7886887,55.09902213,54.30549864,53.53218297,52.96747496,52.68029962,52.53886648,52.45275604,52.43790395,52.45603724,52.47955453,52.48557682,52.5155091,52.5709956,52.53028088,52.37994564,52.11060965,51.71041865,51.15740237,50.52169058,49.95624264,49.44785574,48.99277506,48.63438634,48.38636508,48.18840323,47.99392409,47.76471972,47.55576245,47.46498698,47.4274516,47.59897944,48.07653533,48.67638141,49.38085363,50.11471678,50.82038254,51.5223783,52.2093688,52.88079456,53.46770498,53.92974019
Ecuador,ECU,Age dependency ratio (% of working-age population),SP.POP.DPND,94.86161838,95.464482,95.98199687,96.16708555,96.0000847,95.71146173,95.39528208,95.0494169,94.67080491,94.2438174,93.74634306,93.15232433,92.46858584,91.72072008,90.92011582,90.0619445,89.12948407,88.12876331,87.08335567,85.9881329,84.84574538,83.6916367,82.52704124,81.35188691,80.19388214,79.0844552,78.04440184,77.05857903,76.12879405,75.26337093,74.44672815,73.68026113,72.98945474,72.35824002,71.73461197,71.08735342,70.41163877,69.71365884,68.99577818,68.24563772,67.44216177,66.57356042,65.65487978,64.71471905,63.78049391,62.86530082,61.97041605,61.11421742,60.31014814,59.55262219,58.83793324,58.16553161,57.51050748,56.84804344,56.17001458,55.46510806,54.73369038,53.99096378,53.12248649,52.29278094,51.59353138,50.91996994
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,84.62351607,84.9204168,84.7279663,84.31483963,84.0708863,84.10269522,84.22187837,84.24301211,84.12292019,83.93172811,83.72160044,83.56539918,83.47618047,83.3844291,83.30886501,83.28949263,83.33834809,83.35090598,83.32159298,83.35030111,83.38738025,83.37780389,83.35466699,83.35864984,83.39343097,83.46483717,83.56537008,83.64224589,83.64479604,83.48816102,83.07708509,82.48670612,81.78621774,80.89418824,79.74468896,78.44428243,77.07950172,75.63489636,74.12168679,72.56393198,70.96348808,69.35399658,67.7239006,66.11290176,64.62280643,63.33257797,62.26987238,61.35371141,60.59949228,60.06928574,59.80493275,59.73152728,59.87190956,60.15666448,60.47866538,60.8799902,61.12221206,61.19014915,61.23802567,61.21877278,61.07960629,60.83767999
Euro area,EMU,Age dependency ratio (% of working-age population),SP.POP.DPND,54.652357,55.23268953,55.54361895,55.74893047,56.0693282,56.52137398,57.02485073,57.52983307,57.9506658,58.29539077,58.57212715,58.75075823,58.81587864,58.75073475,58.55406693,58.22442244,57.76375749,57.26802773,56.71123806,56.000654,55.03645087,53.76940531,52.40944181,51.08566608,49.97264647,49.34208095,49.01596214,48.74344196,48.55896745,48.42381248,48.33937699,48.22915923,48.15326654,48.19197456,48.22015984,48.25204122,48.27617091,48.28905709,48.32952161,48.44965237,48.67500002,48.93534361,49.15731727,49.32338291,49.53394529,49.83798908,50.11147658,50.2478936,50.42373716,50.75779868,51.04970552,51.43403042,52.02414603,52.679351,53.36100484,53.9546024,54.48498255,55.02023814,55.51727573,55.9967845,56.43851808,56.84383463
Eritrea,ERI,Age dependency ratio (% of working-age population),SP.POP.DPND,82.28765904,81.61186396,81.06484805,80.85638177,80.86986136,81.39317143,82.41943669,83.39049615,84.28267599,85.08861579,85.82257671,86.4716631,87.00043513,87.42873638,87.81704975,88.20894535,88.58637789,88.89522737,89.12855069,89.30646009,89.42304177,89.50655458,89.6186716,89.77152311,89.95717323,90.18933374,90.41810485,90.70369604,91.0714003,91.49800042,92.07767587,92.30187462,92.78977865,92.08283893,91.58687398,88.23235818,86.22390564,88.68116079,90.58720723,91.87630229,92.65894758,91.64438404,90.00793619,87.73458952,85.74832008,85.78760866,86.67179998,87.5010733,86.82343757,86.11688976,85.83987096,85.26116192,84.86604215,84.58702424,84.91337221,85.41029436,85.34694374,84.81681175,83.48675497,81.82048251,79.92579051,77.90204732
Spain,ESP,Age dependency ratio (% of working-age population),SP.POP.DPND,55.3486428,55.69347027,56.08228478,56.17820772,56.36692262,57.03662787,57.84068899,58.47130965,59.02236865,59.56316476,60.08751888,60.46280647,60.64527702,60.71921233,60.58232639,60.43403365,60.45520176,60.42544185,60.19432039,59.68498144,59.04466208,58.22709747,57.2769443,56.36058629,55.44598603,54.58234992,53.77805495,53.0033634,52.22583364,51.39663543,50.47891948,49.53088714,48.66249564,47.8829595,47.18210794,46.6272039,46.20725287,45.92373578,45.79583882,45.73418655,45.78075454,46.02587181,46.09233909,45.82731375,45.3766739,45.20729479,45.27558184,45.17820849,45.40477484,46.06839328,46.8889324,47.68332078,48.45951494,49.41728756,50.33933253,50.92705847,51.32979039,51.69119706,51.87080548,51.81973822,51.67174762,51.53763927
Estonia,EST,Age dependency ratio (% of working-age population),SP.POP.DPND,50.8603697,51.43832645,51.56438254,51.48384271,51.29862822,51.15511975,50.95399154,50.79901537,50.93545735,51.06534697,51.14088321,51.36879458,51.63254573,51.70261367,51.62442252,51.51081196,51.45322291,51.5393626,51.67811378,51.81024714,51.85259427,51.69615617,51.40465304,51.20387324,50.95611427,50.52805599,50.31762902,50.3932728,50.64704209,51.00814489,51.25939121,51.38473174,51.58767041,51.81743637,51.93940351,52.00336884,51.93227201,51.69050081,51.08527182,49.62396062,48.40686652,47.99524492,47.67236829,47.33728319,47.02935841,46.87945861,47.1181764,47.52768868,47.76222161,48.07559371,48.54028401,49.2663405,50.27408886,51.37263595,52.55127323,53.61951053,54.64938612,55.6303619,56.3573054,57.07656503,57.84561648,58.32987353
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,83.82721702,83.46510868,83.14506436,83.06588027,83.29949501,83.71355151,84.14053099,84.70635722,85.51016578,86.42984564,87.46198875,88.66571347,89.90215804,90.89730137,91.50102426,91.92299416,92.51846883,93.13844445,93.62781503,94.07065595,94.49910266,94.89142723,95.09814099,94.70501711,93.82448529,93.30099172,93.22499173,93.67059614,94.61060052,95.5369481,96.39476,97.3291699,98.10053883,98.62119669,99.07686242,99.29482897,99.4577693,99.87417423,100.3951915,100.7333208,100.8136697,100.6084121,100.0782682,99.34631514,98.56302974,97.74426126,96.76159715,95.6721721,94.53087739,93.23563345,91.77076122,90.17284413,88.48340506,86.76790078,85.05217314,83.41933973,81.86909164,80.37209969,79.04556037,77.90293933,76.81367339,75.74514182
European Union,EUU,Age dependency ratio (% of working-age population),SP.POP.DPND,55.18397862,55.62210293,55.74007608,55.73378354,55.81412143,55.99161425,56.18774861,56.38056332,56.5252117,56.62623644,56.67961557,56.69923925,56.71443687,56.70104339,56.67191513,56.61289551,56.48749218,56.33426206,56.08807711,55.69478119,55.04594495,54.07852655,52.9257967,51.70876412,50.7366911,50.24190255,50.00922415,49.81916117,49.67955146,49.52847844,49.36704842,49.16829446,48.98589378,48.8915186,48.789997,48.69328487,48.59212779,48.47650553,48.36972502,48.31015983,48.31734201,48.35399297,48.38261159,48.37482055,48.41615951,48.55520562,48.70077289,48.78043455,48.93195544,49.24394304,49.55009019,49.96124419,50.58542802,51.28282491,52.02054433,52.70326624,53.35243233,54.0216584,54.6662138,55.29177401,55.86258645,56.34923202
Fragile and conflict affected situations,FCS,Age dependency ratio (% of working-age population),SP.POP.DPND,77.4303157,77.95461737,78.42081174,78.95241096,79.47865216,79.97951915,80.43442584,80.85795467,81.30900526,81.74660655,82.16668771,82.63811593,83.17923621,83.67988598,84.08966715,84.48162776,84.90493017,85.29981229,85.61010085,85.89740869,86.09011925,86.21689424,86.36112378,86.52003945,86.69366619,86.84084532,86.96937016,87.11851537,87.24309717,87.30213937,87.37635401,87.29852164,87.21915628,87.23172431,86.94494128,86.4946879,86.32454289,86.17633262,85.84572871,85.43208062,85.05323806,84.70725187,84.4687025,84.29137134,84.06250838,83.79354394,83.49432576,83.27082486,83.08849378,82.87158909,82.66166288,82.47096481,82.34421033,82.26828168,82.17268293,82.0190971,81.77336364,81.45783779,81.10158074,80.67018821,80.12999015,79.52903981
Finland,FIN,Age dependency ratio (% of working-age population),SP.POP.DPND,60.55324029,59.28536972,57.74348964,56.3495243,55.24721054,54.30646584,53.53922904,52.8368812,52.12598016,51.56745541,50.99733199,50.22862671,49.48610353,48.94872626,48.60056937,48.42826004,48.34892793,48.31747419,48.17856027,47.93236707,47.67759031,47.35143027,47.07479499,46.92990538,46.78822339,46.83215891,47.11965018,47.42826056,47.88526105,48.33222381,48.59465624,48.781407,48.95374745,49.18330378,49.49025924,49.80661892,49.99459974,49.98199575,49.74340065,49.49046228,49.41348339,49.43460921,49.51447881,49.64526446,49.85708438,49.91852652,50.15311071,50.29698648,50.22910126,50.48127549,51.09710768,52.22784431,53.59323278,55.0277535,56.4144385,57.64217278,58.65728768,59.60161415,60.47158744,61.12668897,61.68519134,62.1275007
Fiji,FJI,Age dependency ratio (% of working-age population),SP.POP.DPND,100.9431037,100.8430355,100.5208822,100.0512156,99.29949607,98.6509782,98.01840783,96.97429465,95.65291365,94.09986746,92.26542288,90.218256,87.96083799,85.5303111,83.09784471,80.8918238,79.02207384,77.39943579,75.96397047,74.78647088,73.90021097,73.23436939,72.78268105,72.48966071,72.27266446,72.16015184,72.24969384,72.34476397,72.33760963,72.31663994,72.1139384,71.68833101,71.05205951,70.16939358,69.07413544,67.83663889,66.4986779,65.065805,63.60809491,62.21931528,60.95683697,59.88810189,58.9549894,58.11137167,57.37499523,56.68588252,56.0612594,55.53394023,55.11281473,54.77893703,54.47439873,54.19865859,54.00175797,53.92628691,53.92702109,53.8747127,53.75115099,53.62635967,53.48499298,53.33510297,53.20042078,52.97804294
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,61.05156164,61.29874834,61.00355357,60.58893592,60.29231724,60.08577883,59.99707415,59.99969547,59.97872429,59.94514608,59.93484442,59.99642083,60.06855977,60.08784701,59.9806287,59.70357767,59.23238192,58.78575462,58.38568168,57.9003793,57.12364032,55.91467221,54.67211,53.5449949,52.54606163,52.09567403,52.02773539,51.86217639,51.71548189,51.69606828,51.86975539,52.21456529,52.52702141,52.73135533,52.87579239,52.97864304,53.03918074,53.08674814,53.20664799,53.38250645,53.54001369,53.64747772,53.69478855,53.67754236,53.68391405,53.66558009,53.55946844,53.54845363,53.76734766,54.13893873,54.52436465,55.23002647,56.31722888,57.43233757,58.51129901,59.46928012,60.26069631,60.99057071,61.67010144,62.27974038,62.76491803,63.12317152
Faroe Islands,FRO,Age dependency ratio (% of working-age population),SP.POP.DPND,68.7984975,68.18115484,67.58376072,67.13901091,66.81871073,66.78597651,66.87511329,66.93866571,67.17757342,67.5009915,67.36810003,66.77824986,66.24651045,65.8391054,65.53939943,65.27399211,64.88874608,64.26817678,63.4214728,62.52819944,61.71123798,60.89202051,59.97029739,59.04365164,58.29270859,57.77539292,57.36174288,56.97446636,56.61352721,56.4229249,56.7998679,57.66251263,58.53406389,59.32167462,59.95867918,60.11184619,59.82763615,59.67701418,59.7585728,59.75049477,59.56666084,59.21297253,58.8011805,58.3567228,57.65958146,56.82460299,56.25161708,56.21487176,56.71554822,57.33918129,57.69243298,57.91071079,58.34042275,59.22783478,60.53860678,61.26325526,61.63265306,62.00090305,62.1015461,62.33509235,62.57250085,62.79048293
"Micronesia, Fed. Sts.",FSM,Age dependency ratio (% of working-age population),SP.POP.DPND,92.3310962,93.5249924,94.74771319,96.09115171,97.48485699,98.18444479,98.25777374,98.48033263,98.8082883,99.13370212,99.46572887,100.155049,101.0883607,101.8258782,102.3584614,102.031725,100.9990917,100.0142572,99.448616,99.22582726,98.92324539,98.51112235,97.99108237,97.33963025,96.54213767,95.58431163,94.43978404,93.20362085,92.45669132,92.10891914,91.59056464,90.86226885,90.39283533,90.16105312,89.42239084,87.73801623,85.52290044,83.35148155,81.20394919,78.9663693,76.91430562,75.30771399,73.9924805,72.88007175,71.74164316,70.47913209,69.10847068,67.59031167,66.10332656,64.80474241,63.28673982,62.08010336,61.35337001,60.52884402,59.80534424,59.18503868,58.79149453,58.59771072,58.3871152,58.25826253,58.01372856,57.67606517
Gabon,GAB,Age dependency ratio (% of working-age population),SP.POP.DPND,64.35525958,65.40436212,66.4676138,67.62566606,68.8329966,69.95536435,71.05464842,72.1954434,73.36424165,74.35811788,75.2359937,76.261264,77.41566691,78.61173355,79.76945708,80.88262563,81.96833398,83.03215628,84.08080443,85.12183188,86.14657081,87.15776765,88.13887658,89.06889575,89.92552619,90.67424185,91.29592045,91.80122539,92.20313775,92.48383572,92.61293388,92.57421778,92.3632898,91.97426865,91.38747524,90.56907586,89.52413112,88.34165046,87.08385459,85.76146745,84.40182238,83.01092107,81.57944954,80.11506779,78.64440069,77.19123881,75.76436761,74.39251916,73.11349794,71.99814432,71.08083194,70.33222694,69.67471173,69.05895475,68.57379654,68.28230707,68.15861127,68.1408942,68.13221624,68.05746425,67.87469081,67.56327517
United Kingdom,GBR,Age dependency ratio (% of working-age population),SP.POP.DPND,54.04394768,54.19208865,54.0974452,54.11432094,54.53326775,55.25792767,56.07096755,56.91667457,57.69333712,58.38139212,59.06554364,59.68534034,60.06863542,60.15718764,60.0386609,59.70129452,59.11115709,58.37179673,57.61531259,56.87121439,56.14623887,55.36091088,54.4127705,53.40692808,52.71091297,52.49544599,52.45986098,52.49182238,52.65966671,52.89739171,53.24392523,53.68493101,54.12097149,54.42090209,54.51544032,54.45245796,54.33856051,54.21753165,54.01072187,53.70104177,53.3195507,52.9158382,52.49274047,52.06625126,51.69953158,51.31580747,50.92830598,50.73338854,50.80203819,51.06600454,51.44819841,52.03823148,52.89336022,53.74496057,54.44889525,55.08657165,55.70103119,56.297703,56.81475123,57.24454909,57.50725613,57.6722747
Georgia,GEO,Age dependency ratio (% of working-age population),SP.POP.DPND,56.65533806,57.69078963,58.33202102,58.63652652,58.7132348,58.57987424,59.13966632,60.46827349,61.58109074,62.28754523,61.95343334,60.88760667,59.84567725,58.82044208,57.7847888,56.73448969,55.72881869,54.76438263,53.89137635,53.17565827,52.58409767,52.06808545,51.60481953,51.20546344,50.92203102,50.74117872,50.59818335,50.48381003,50.43640594,50.60062475,51.15054777,51.96184409,52.8551306,53.80274315,54.63626515,55.19894173,55.48941774,55.56399154,55.41391383,54.97927616,54.41256561,53.87820219,53.40171897,53.04764081,52.70591053,52.18910368,51.44442818,50.42055643,49.17902961,48.03205741,47.3053056,47.10396633,47.36587928,48.01106798,48.92830773,49.9968191,51.13336696,52.21791637,53.20665015,54.09702225,54.81946125,55.40272983
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,92.10389244,93.9971123,96.02611351,97.74365321,99.00601118,100.0272147,100.8905441,101.5012621,101.9171953,102.1528826,102.1595651,101.7799136,101.0875012,100.2214503,99.18834452,98.04351048,96.79664901,95.59700155,94.59235111,93.83840465,93.18366428,92.64884432,92.47196878,92.62891758,93.4851459,94.86940918,96.209057,97.25944429,97.76510536,97.80260618,97.54416774,97.17628016,96.41525532,95.18461268,93.7398232,92.12029005,90.42479943,88.57981787,86.59124335,84.83940811,83.39557495,81.94433158,80.48483388,79.17523082,78.00208924,76.99481099,76.10779341,75.24918785,74.46826853,73.83985303,73.43064725,73.19720608,73.04087561,72.89674184,72.69955761,72.40413176,71.95503963,71.3243932,70.68644716,70.12261593,69.45453644,68.72409697
Gibraltar,GIB,Age dependency ratio (% of working-age population),SP.POP.DPND,51.63285158,51.03067908,51.12756419,51.46843854,51.45637366,51.58815698,51.84243176,52.04880714,52.05129727,52.0339377,52.32332458,52.93220339,53.51724913,53.86075596,54.03681934,53.91218224,53.69460816,53.63803947,53.51657235,53.18488385,52.73481103,52.23983096,52.26841106,52.84178187,53.32871751,53.55861404,53.47547515,53.08100498,52.58855586,51.78160289,50.59815866,49.57601286,49.42879326,50.11901467,50.91271158,51.42241617,51.55190474,51.63100281,51.86284207,52.06171416,52.05547029,51.58856018,51.30736682,51.57731241,51.8722234,52.15008872,51.83455637,50.92830189,50.20258919,50.07304246,50.91233829,51.96299315,52.51825856,53.1204233,54.11977015,55.28602808,56.38205916,57.3759413,58.20895522,58.87328051,59.42389238,60.08232469
Guinea,GIN,Age dependency ratio (% of working-age population),SP.POP.DPND,76.54808992,76.69677751,76.94541268,77.33909997,78.07623463,78.60970466,78.69157753,78.79516798,78.92609992,79.11314409,79.40176369,79.81719927,80.34522143,80.96054023,81.65141267,82.41342828,83.23977455,84.12031718,85.02762365,85.92673757,86.75371509,87.4641205,88.08663275,88.64294122,89.11721234,89.49291088,89.78495937,90.04523912,90.32013093,90.6734138,91.04148909,91.39127029,91.80971739,92.21045528,92.56981543,92.82115378,93.00565317,94.1215578,95.28248549,95.69627938,96.38105755,97.83127891,98.6179759,98.10390761,97.64204647,97.36030615,96.89972292,96.04397902,95.03569451,94.06314933,93.13111225,92.12427614,91.04485884,90.01588303,88.9543058,87.92911647,87.05364814,86.22842822,85.38258259,84.46191501,83.47334853,82.44583181
"Gambia, The",GMB,Age dependency ratio (% of working-age population),SP.POP.DPND,77.33926757,76.80342932,76.50230288,76.6690403,77.41353407,78.30948921,79.03641435,79.65522988,80.18756904,80.67530732,81.12436454,81.5343363,81.93452275,82.33590977,83.24980517,84.64451407,86.00764172,87.35512276,88.68228704,89.98444935,91.27608603,92.60506686,93.89742218,95.15547422,95.88656222,96.07330203,96.28138862,96.49926519,96.69170254,96.84355815,96.97985561,97.12159278,97.26733207,97.42886498,97.62920085,97.83255452,97.95830876,97.99241707,97.97396918,97.84488621,97.5572282,97.15760759,96.66684324,96.25829669,96.00089963,95.76510093,95.53154075,95.29198918,95.03996058,94.82047165,94.63811711,94.43477347,94.12943758,93.62810359,92.92979147,92.1352013,91.25386786,90.27612301,89.15519382,87.88965143,86.49901534,84.97532183
Guinea-Bissau,GNB,Age dependency ratio (% of working-age population),SP.POP.DPND,71.43751298,72.38141694,74.23095084,76.2498373,79.90731657,84.64444856,87.74283589,88.11926666,86.78133323,86.63923653,86.49418766,86.41856848,86.50741243,85.36764503,85.25397646,86.94010922,90.03027945,94.04345125,98.2296468,99.61078717,99.95502905,101.8574217,103.7420212,105.4891708,106.9800683,108.1527785,109.0037977,109.5634509,109.8645678,109.9318002,109.713525,108.5413628,106.665643,104.98198,103.351629,101.5654741,99.69920915,97.8532087,96.15792403,94.61204185,93.12797436,91.75825936,90.59068215,89.63547522,88.83550813,88.24404214,87.84243505,87.48749499,87.07635613,86.56284663,85.98927181,85.43364392,84.89890351,84.35912889,83.77908264,83.10421241,82.32424272,81.37220849,80.26548797,79.10128414,77.88095249,76.59708665
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),SP.POP.DPND,78.3993167,79.08688474,79.70055304,80.23014417,80.25535739,79.82603183,79.41032964,79.07065874,78.90430855,79.15872989,79.73472605,80.31282152,80.82452982,81.31988466,81.86586549,82.51652727,83.33145131,84.10298158,84.72502592,85.31108991,85.83372253,86.32039956,86.7903097,85.05514676,82.04081218,80.36771506,79.82636406,80.09595971,80.79483237,81.64951795,82.54890659,83.43318602,84.26045377,84.99384819,85.55504012,85.87950992,85.99099056,85.91906471,85.69158049,85.17820139,84.74744042,84.16329331,82.84521365,81.03479106,79.01350906,77.08183159,75.48954431,74.35184079,73.65829649,73.33101934,73.26203547,72.89169912,72.25054656,71.82478566,71.63266523,71.68011542,71.94686208,72.30077617,72.54069738,72.50984997,72.48038852,72.15970255
Greece,GRC,Age dependency ratio (% of working-age population),SP.POP.DPND,53.01953617,53.22929081,53.3850909,53.55756871,53.81289451,54.25023064,54.85006494,55.46332399,55.98820947,56.37056525,56.64077663,56.85303405,57.06745666,57.32181613,57.64106087,58.06895875,58.53246334,58.85491107,58.996671,58.94059016,58.61818246,58.01145619,57.16223449,56.18425523,55.15540704,54.06976789,53.00425815,52.03803218,51.19176125,50.42869839,49.72398803,49.11595424,48.60587966,48.17184306,47.73075003,47.23491756,46.81277828,46.54752266,46.37637368,46.30863505,46.391684,46.64567948,47.03101658,47.45754753,47.91240296,48.47535024,48.97365659,49.27500418,49.65771959,50.27759437,51.09710854,52.03670108,52.88504635,53.57170268,54.17194672,54.69108909,55.22462835,55.74054632,56.17600457,56.62098596,57.13091027,57.65005407
Grenada,GRD,Age dependency ratio (% of working-age population),SP.POP.DPND,111.8375277,113.3322864,114.344372,115.2002488,115.9531869,116.5979404,117.053377,117.1977178,116.8096656,115.8082944,113.0099181,108.3588844,103.5920076,99.34830866,95.67232455,92.57754435,90.10587519,88.17565588,86.70421108,85.67139738,84.67140493,82.74512062,80.2520773,78.2994025,76.85342991,76.02296195,76.04473836,76.65062864,77.28313542,77.75070761,78.05882141,77.70770985,77.05989556,76.72403356,76.58314507,76.22055511,75.73329758,75.11821213,74.08287709,72.80359772,71.35930073,69.30606099,66.55791693,63.70096047,61.0103208,58.54075895,56.38138984,54.55891101,53.06044689,51.86327491,50.9410737,50.37227013,50.06343699,49.84111934,49.69546239,49.6014183,49.74162464,50.08377912,50.43957129,50.81290323,51.10030425,51.32122213
Greenland,GRL,Age dependency ratio (% of working-age population),SP.POP.DPND,84.3448667,85.70562627,86.95582501,88.42530283,90.14868008,91.9310615,91.96132335,90.15656909,88.20468343,86.32251639,84.50771433,82.22531079,79.16094811,75.65242329,71.8153419,67.58683606,62.9528837,58.61803237,54.95574943,51.78871989,48.78041552,45.84763212,43.31431752,41.33029514,40.01062699,39.33163973,39.17793965,39.47870475,40.1401427,41.02466019,42.13405593,43.30716794,44.38526409,45.45071276,46.46118119,47.07169215,47.29519644,47.42273469,47.43107934,47.28661818,46.88708834,46.31043257,45.66296992,45.01954372,44.41230207,43.79340826,43.20125104,42.6679448,42.24601631,41.96451076,41.65691668,41.28545175,40.96526055,40.73252772,40.61446235,40.61897005,40.70419714,40.92779367,41.31164081,41.86768268,42.63157895,43.56706622
Guatemala,GTM,Age dependency ratio (% of working-age population),SP.POP.DPND,95.58668949,95.84394062,95.86547356,95.63687678,95.3135298,95.05430493,94.83210634,94.58223753,94.31092477,94.09134307,93.9496645,93.95426209,94.08428305,94.28876819,94.34019704,94.24284224,94.20469233,94.24307301,94.37107798,94.53381195,94.74343488,94.98630086,95.49834641,96.09109771,96.3499505,96.38747251,96.34496871,96.29051514,96.22376616,96.09908199,95.85411326,95.54297435,95.18454795,94.75112323,94.27934473,93.75809814,93.16644946,92.49865685,91.72711612,90.91461326,90.21510999,89.52119396,88.6087042,87.44042529,86.05536898,84.55139544,82.9749742,81.33197905,79.64219307,77.91263515,76.15419043,74.41574719,72.75379436,71.160901,69.67096086,68.29485693,66.95655384,65.67605185,64.49928195,63.36620035,62.15107261,60.84966359
Guam,GUM,Age dependency ratio (% of working-age population),SP.POP.DPND,67.50914225,68.1300924,67.93301563,67.23138073,66.49936468,66.16630088,66.3510768,66.96333927,67.7422536,68.3508103,68.7142939,68.6858144,68.1296984,67.11065034,65.74537652,64.24997936,62.89745851,61.74355294,60.60955969,59.64868107,59.17271638,58.9334344,58.42298305,57.52728716,56.25480745,54.72009531,53.2621504,52.087055,51.25879451,50.66197605,50.77644493,51.63389538,52.48689984,53.16880657,53.66378414,54.0152277,54.2758425,54.41338323,54.47243628,54.53321496,54.78148281,55.17725046,55.45111164,55.50997487,55.26858917,54.72269793,53.95992857,53.01454336,51.99538639,51.05041438,50.97319369,51.70294799,52.60840854,53.59641783,54.57707495,55.64182866,56.75695809,57.86137613,58.86341803,59.81404959,60.40701036,60.65624735
Guyana,GUY,Age dependency ratio (% of working-age population),SP.POP.DPND,101.6591337,102.7460112,103.5159089,104.0289524,104.3337168,104.5329005,104.6686375,104.7286314,104.6767012,104.4992125,104.2233985,103.3679827,101.904405,100.2255014,98.32484689,96.24637429,94.02466656,91.72420566,89.41684718,87.18031139,85.06805302,82.69446612,80.10261362,77.73444368,75.60993272,73.73957232,72.12750517,70.76435286,69.64942772,68.7882796,68.14818149,67.55145238,67.09198607,66.84433587,66.67823001,66.62322031,66.6842146,66.84878665,67.08886195,67.3514399,67.57994295,67.71751919,67.70326485,67.29789537,66.49325968,65.48798446,64.19383683,62.70213539,61.20344146,59.73609008,58.34141343,57.07097888,55.94515678,55.23740885,54.92401429,54.71586764,54.61605992,54.63185256,53.38714969,52.97034254,53.65449369,53.5564055
High income,HIC,Age dependency ratio (% of working-age population),SP.POP.DPND,60.52057002,60.89108942,60.78770715,60.532425,60.42092206,60.44213279,60.248775,59.95030933,59.7129184,59.38457598,59.03279953,58.63130134,58.22670205,57.78140312,57.31203448,56.8259232,56.31072738,55.80343299,55.26830607,54.69277032,54.05286073,53.3791036,52.65575349,51.84085129,51.16416984,50.73459032,50.41085246,50.14537508,50.0101567,49.90394949,49.7868797,49.74257718,49.74936591,49.73287674,49.6759571,49.58540907,49.46380368,49.34122912,49.22291143,49.11441586,49.02060061,48.96761983,48.91235894,48.82327575,48.74122583,48.6784908,48.61955522,48.58425565,48.64222556,48.78492954,48.92008459,49.17898458,49.68922533,50.31972462,50.94224741,51.47236965,52.03722925,52.62878607,53.13486664,53.6496499,54.18507398,54.67541786
"Hong Kong SAR, China",HKG,Age dependency ratio (% of working-age population),SP.POP.DPND,77.39084327,79.44420498,80.44395795,80.48671107,79.98197407,79.18635755,78.10071748,76.69679328,74.89805624,72.61717076,69.91401724,67.14796477,64.53588519,61.93039848,59.37310126,56.90417402,54.60255714,52.4111741,50.24476936,48.3187959,46.84231515,45.97339676,45.54361914,45.21343807,44.93341209,44.75028838,44.42209334,43.81442077,43.15418456,42.55111391,42.11272507,41.86853089,41.69482201,41.48754941,41.21885202,40.93552578,40.69744206,40.46581237,40.19482489,39.82473068,39.3257471,38.94070824,38.69867465,38.32337064,37.71674628,36.95152404,36.17799597,35.56984505,35.1130133,34.71396752,34.33269114,34.17969484,34.53182263,35.24802033,36.15826338,37.17014491,38.44451737,39.99091116,41.5716378,43.24893211,44.93593158,46.57802372
Honduras,HND,Age dependency ratio (% of working-age population),SP.POP.DPND,100.4167201,101.7174842,102.8136155,103.6182799,104.1712473,104.4544256,104.5254714,104.4956998,104.3892165,104.2353372,104.0520742,103.8584146,103.6650492,103.4559347,103.112935,102.8693089,102.8686056,102.9136318,102.9642283,102.9817131,102.933192,102.8165084,102.6331512,102.3731421,102.0413581,101.6401647,101.1550147,100.5739524,99.8393962,98.93779484,97.87531728,96.66245481,95.37938461,94.05812732,92.69541872,91.29568126,89.88841905,88.51118482,87.08269549,85.71731673,84.47331206,83.20205551,81.88809022,80.51849418,79.06580978,77.5201941,75.89940312,74.21203558,72.46841007,70.69734446,68.9343142,67.19523411,65.49207085,63.81953021,62.15739054,60.55750891,59.06966898,57.69870453,56.45179843,55.32374694,54.28345531,53.30683741
